q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
98,Information regarding time of Harsha is contained in the book of:,Harisena,Kalhana,Kalidasa,None of these,UPPCS (Pre),1995.0,b,"Exp) Option b is the correct answer.

The information regarding the time of Harsha is contained
in the book written by Kalhana. Kalhana was a Kashmiri
historian and poet who authored the “Rajatarangini,”
a historical chronicle of the kings of Kashmir. The
Rajatarangini provides valuable historical information about
the reign of Harsha and other rulers.
=

Important Tips

e Rajatarangini:

e The Rajatarangini is considered as one of the earliest
and most reliable sources of Indian history.

» It covers the period from the mythical origins of
Kashmir to the 12th century CE, when Kalhana lived.

e The Rajatarangini is written in Sanskrit verse and
consists of eight chapters, each containing a genealogy
and a narrative of a dynasty.

« It mentions several important events and personalities
that shaped the Indian subcontinent, such as the
invasions of Alexander the Great, the Kushanas, the
Hunas, and the Arabs; the rise and fall of the Mauryas,
the Guptas, the Harshavardhana, and the Palas;
and the achievements of Ashoka, Chandragupta II,
Kumaragupta I, Skandagupta, Lalitaditya Muktapida,

___Jayapida, and Avantivarman."
99,"Who of the following was awarded with the
honour of ‘Zari galam’ by King Akbar?",Muhammad Hussain,Muqammal Khan,Abdussamad,Mir Sayyid Ali,U.P.P.C.S.(Pre),1995.0,a,"Exp) Option a is the correct answer.

Akbar was a great patron of calligraphy, and he encouraged
the development and diversity of this art form in his empire.
He established a translation bureau in his new capital at
Fatehpur Sikri, where he invited scholars from different
religions and regions to translate various Sanskrit texts into
Persian, which was the official language of his court. Akbar
awarded ‘zari qalam’ to Muhammad Hussain."
100,"‘Sufi Kalam’ a type of devotional music, is characteristic of:",Gujarat,Kashmir,Rajasthan,None of the above,U.P P.C.S.(Pre),1994.0,b,"Exp) Option b is the correct answer.

Sufi Kalam is a genre of devotional music that originated
in the Kashmir Valley and is based on the teachings of
Sufism, a mystical branch of Islam. Sufi Kalam is also known
as Sufiana Mausiqi or Sufiana Kalaam, which means “the
music of the Sufis” or “the words of the Sufis” respectively.

Sufi Kalam is sung in Kashmiri, Persian, and Arabic languages,
and uses a variety of musical instruments such as santoor,
sitar, sarangi, tabla, and dholak. Sufi Kalam is characterized
by its melodic, rhythmic, and spiritual qualities, and aims to
create a state of ecstasy and union with the divine. Sufi Kalam
was introduced in Kashmir by the Persian Sufi saint Mir
Sayyid Ali Hamadani in the 14th century, who brought along
with him 700 followers and musicians. He also influenced
the conversion of many Kashmiris to Islam and established
the Kubrawiya order of Sufism in the region."
101,Mask dance is associated with which of the following dance styles?,Kathakali,Naga,Odissi,Kuchipudi,U.P.P.C.S.(Pre),1992.0,a,"Exp) Option a is the correct answer.

Kathakali is a classical dance form from Kerala that is
associated with mask dance. Kathakali is a dance-drama
that depicts stories from Hindu epics and mythology. The
dancers wear elaborate costumes, makeup, masks, and facial
expressions to portray various roles and emotions. The
masks are made of papier-mache, cloth, wood, or metal and
are painted with natural colours, Some of the common masks
used in Kathakali are Hanuman (the monkey god), Garuda
(the eagle god), Narasimha (the lion-man avatar of Vishnu),
and Ravana (the demon king)."
102,"In which epic it was told “what is here is also found elsewhere, but if not here is found nowhere else”-",Ramayana,Mahabharata,Geeta,Rajtarangini,U.P.P.C.S.(Pre),1992.0,b,"Exp) Option b is the correct answer.

Mahabharata is a Sanskrit-language epic that narrates the
story of the Kurukshetra war between the Pandavas and the
Kauravas, two branches of the Kuru clan. The statement that
“what is here is also found elsewhere, but if not here is
found nowhere else” is found in the first chapter of the
first book of the Mahabharata, called the Adi Parva. The
statement is uttered by Ugrashrava Sauti, a storyteller who
recites the Mahabharata to a group of sages led by Shaunaka
at Naimisha Forest. The statement is meant to praise the
comprehensiveness and uniqueness of the Mahabharata,
which contains everything that is worth knowing in this
world.The verse can be translated as: What is found here may
also be found elsewhere, but what is not found here cannot
be found anywhere else."
103,"The right is to work only, but never with its fruits.This is stated in which of the following book?",Astadhyayi,Mahabhasya,Geeta,Mahabharata,U.P.P.C.S.(Pre),1992.0,c,"Exp) Option c is the correct answer.

Geeta is a Sanskrit-language scripture that is part of the
epic Mahabharata. The Geeta contains the dialogue between
Krishna, the supreme deity, and Arjuna, the warrior prince,
on the eve of the Kurukshetra war. The Geeta teaches
the principles of dharma (duty), karma (action), bhakti
(devotion), and moksha (liberation).

The statement that “the right is to work only, but never with
its fruits” is found in the second chapter of the Geeta, verse
47. The verse can be translated as:

You have a right to perform your prescribed duty, but you are
not entitled to the fruits of action. Never consider yourself
the cause of the results of your activities, and never be
attached to not doing your duty."
104,"Match List-I with List-II and select the correct answer using the codes given below the lists:
A.Panini         1.Kamasutra
B.Vatsyayana     2.Rajatarangini
C.Chanakya       3.Ashtadhyayi
D.Kalhana        4.Arthashastra
Code: 
ABCD",3 1 4 2,4 1 2 3,2 3 1 4,1 2 3 4,UPPCS (Pre),1992.0,e,"Exp) Option e is the correct answer,

» Panlalb He was a Sanskett grammsrien who wrote
the Achtedhyayi, 0 trestles on Sanskrtt grarmmar and
Ungetsca Nis considered the most comprehensive
and ecicotific work on the subject, and the foundation
of classical Sanskrit, He lived around the fourth ceatury
BCE, probebly in Gandhare of Tastile.

© Vatsynyens: Me was 0 Sensksit philosopher who wrote
the Kamesutea, @ monvel om erotic love sod sexuality,
flo woe of the oldest and most influential teru on the
topic, end conteins about 1250 verses divided Loto seven
dooks. He lived berweea the second and third ceoturtes:
CB, probably Is Petallpatrs or Benares.

+ Chenekya: He woe a statesmen and philosopher who
wrote the Arthasbastre, @ tresiise oo polity, economics,
and stetecraft. It lee comprebenuve and practical guide
for calera and sdministrators, covering topics such as
diplomacy, war, law, taxation, esplonage, and welfare,

o Kathana: He was s Kashmiri historian end poet who
wrote the Rejaterengint, o chronicle of tbe kings of
Kashmis from ancient tlenes to the L2th century CE Ris
tegarded as the firet bistortced wosk Le Sanskrit literature,
and contains veluable Jaformalion eboat the political,
social, aod cultural history of Kashmir."
105,The collection of the writings of the Saivite saints is considered as Fifth Veda.What is the name of the above collection?,Tolkapium,Silapaddikaran,Manimekhalai,Tirumurai,Jharkhand P.C.S.(Pre.),2021.0,d,"Bxp) Option d is the correct ecewer.

The collection of the writings of the Suivite ssints Ls

considered as the Fifth Veda. The same of the abdere

collection s Tirumerel,

© Tiremoural Ls 0 twelve-volume compendium of songs oF
hyenas in praise of Shtve, the eupreme delty of Shatvie.
‘Tlrumural meses “holy division” of “sected book”

© The Tirumural W regarded o¢ the fifth Veda or the
Porchame Veda by the Tamil people, as M contains the
eescnce of the Vedas and conveys the mestoge of Shatva
Siddhanta, a echool of philosophy thet teaches the path to
Itberation through devotion te Shiva,

© The Tiruroucel ls also revered as the Tamil Merl or
Tamil Veda, os & sepcesents the rich and ancient Iherary
berttage of the Tem langosge and coltare"
106,A historical work “Gaudavaho” like Kalhana’s “Rajatarangini” was written by:,Sandhyakaranandin,Vakpati,Banabhatta,Bilhan,Jharkhand P.C.S.(Pre.),2021.0,b,"2p) Option b bs the correct answer,

Gevdavshe is 2 historicel poem tn Prakrit lenguege,

composed by Vakpatt, « court port of king Yeshovernen of

Kanotgj, He wrote Il La the first half of the ath century CE.

K aartetes Ibe exploits of Yashovarman, who Is deified oc an

lecernatton of Vishnn, and his victory over the Goada king,

Important Tips
c Sandhyekersnandia: He was a 12tbh-contury
Sanshstt poet and scholar from Beogel, He wrote the
Ramacharitam, a historical epic thet parrates the ory
of the Ramayans end the Pola king Remepole, He was
petronized by Madenapate, the last Pals ruler,

«Bilton: He was an Uth-century Kashmiri poct whe
4a Rnown for Als love poem, the Caurepencasibe.
According to legend, be fell in love with the deughter
of king Medanabhirame, bet was laprisoned for
thete eceret effels, He wrote the poem while ewalting
bis fate, which is epknowa He also wrote the
Viksamankedevacherits, am epic la praise of hing
Vikramaditya V1 of the Western Qhalokya Empire."
107,Which one of the following classical dance in its present form has influence of Mughal tradition?,Kathakali,Kathak,Mohiniattam,Bharatanatyam,Jharkhand P.C.S.(Pre.),2021.0,b,"Exp) Option b ls the correct answer.
Kathak 1s 2 classicad dance fore that originated lo North
India end traces Its origins 10 comadic storytellers who
narreied episodes from Hiade mythology and epics. During
the pertod of Mughal rule, the emperors were patrons of
Kathak dance and actively promoted it in their royal courte.
Kathak performances inchade Urdw Ghasale and commonly
weaed instroments brought during the Mughel period. Asa
result, K ls the only Indien classical dance form to feetere
Persian elements, Kathak also enderwent a teansformotion le
terms of pomure, movement, and repertoire, as It essienilated
Turko-Pertien dance styles and adapted to tbe preferences
of the Muslin sodlence Sone of the Persian words that
ee weed in Kethek ase semad, coleaml, tukre, paras, and
chakhar.

Important Tips

Some Classical dance Porms of Ladies

+ Kethakelk This lo a classical dence form from
Kerala thot is based on Hinde epics and Puranas
fa ts known for iis elaborate costumes, makeup, aod
fectal expressions, The deacers wear ssatks and pstat
thele faces with differeat colors to repreetat various
tharecters and emotions. The dence Is eccompanted by
‘voce! and instrumental music, o¢ well asa dracn called
chende. The word Kathakals meses “story play” le
Maleyalem.

© Mobiniottem: Thisls another cleesical dence form From
Karale that depicts the feminine love of Lord Viubon's
svater Mobiol. It s characterized by greceful and byrical
Poovernends, on well as fasciasting eye moversents, The
dance ts performed by 0 solo female dances, who wears
a white or off-white saree with golden border and
ornaments, The muss is in the Carnatic etyie, end the
language te a miztuce of Malayalam and Senckeit called
Manipeovelom. :

+ Bharatanstyam: This Ip 0 clessteal dance form from
Tamil Node that expresses Hinds religious themes and
spiritual ideas. it to one of the oldest dunce forme tx
Tedis and hes « compiles system of gestures, posteres,
and footwork. The dence ts performed by borh male
and female dancers, who weer colorful costumes ond
Jewelry, The cnwsic i¢ also te the Carnatic style, and the
denguage to mostly Tam of Sanskrit."
108,“Yamaka” belongs to the Buddhist “Pitaka”:,Sutta,Vinaya,Abhidhamma,None of these,Jharkhand P.C.S.(Pre),2016.0,c,".
Exp) Option c is the correct answer. .
Abhidhamma is the thinking and teachings of Buddhism.
It’s split into seven books: Dhammasangani, Dhatukatha,
Kathavatthu, Patthana, Puggalapannatui, Vibhanga, and
Yamaka.
i” Important Tips |
Pali Canon: |
The Pali Canon holds all the teachings of the Theravada
tradition. It’s special because it’s the only set of scriptures
saved in its original language. They call it the Tipitaka or
“Three Baskets” because it has the Vinaya Pitaka (“Basket
of Discipline), the Sutta Pitaka (Basket of Discourses), and
| the Abhidhamma Pitaka (Basket of Higher Teachings).
Vinaya Pitaka: It consists of 3 books - Sutta-Vibhanga,
Khandhaka, Parivara,
Sutta Pitaka: It is divided under the following sections:
+ Digha Nikaya (the long discourses)
+ Anguttara Nikaya (the numerical)
* Majjhima Nikaya, (the middle length)
* Khuddaka Nikaya (the minor collection)
c Samyutta Nikaya (the connected discourses of Buddha)"
109,"Match List-I with List-II and select the correct answer using the codes given below the lists:
List-I                  List-II
A.Haqaiq-i-Hindi   1.Ibn Miskawayh
B.Tahdhibul Akhlaq 2.Sadruddin Muhammad ‘Aufi’
C.Kunzal Tijar     3.Abdul Wahid Bilgrami
D.Jawamiul Hikayat 4.Bailaq al Qabayaki
Code: 
A B C D",3 1 4 2,2 4 i 3,3 1 2 4,1 2 3 4,Jharkhand PCS (Pre),2016.0,a,"Exp) Option a is the correct answer.
The correct answer is A-3,B-1,C-4,D- 2,
Hagaiq-i-Hindi was written by Abdul Wahid Bilgrami.
The Hagayaq-i Hindi is a L6th Century polemical work that
defends the use of Hindu (in fact Krishna bhakti) poetry in
sama sessions of Sufis. It does so by explaining the meaning
of fragments of this poetry against an Islamic mystic
background.
Tahdhibul Akhlaq (The Book on Refinement of Conduct)
written by Ibn Miskawayh occupies an important position
in ethical literature. Ibn Miskawayh was born sometime
during the second quarter of the fourth century of Hijrah
(10th CE), Miskawayh’s Tahdhibul Akhlaq is divided into
five parts.
Kunzal Tijar was written by Bailag al Qabayaki, which
translates as “Treasure of the Merchants on the Knowledge
of Minerals’. The book was dedicated to al-Malik al-
Muzaffar I] and suggests that the author served in the court
of the ruler of Hamah. The book is one of the earliest Arabic
treatises that mention the use of floating magnetic compasses
for navigation, He described the use of a needle floating on
water which was used aboard a ship between Tripoli and
Alexandria.
Jawamiul Hikayat was written by the Sadruddin
Muhammad Aufl. It presents an eyewltness account of
the military operations conducted by I[ltutmish against
Nasiruddin Qabacha in 1227 CE."
110,"Who among the following is the author of the book, Bandi Jivan? ]",Rash Behari Bose,Veer Savarkar,Aruna Asaf Ali,Sachindranath Sanyal,CDS  (1),2023.0,d,"Exp) Option d is the correct answer.

Bandi Jivan (A life of Captivity) is the autobiographical
three-part account written by Sachindranath Sanyal.
Sachindranath Sanyal was an Indian revolutionary and a
prominent figure in the Indian independence movement.
He was one of the founding members of the Hindustan
Republican Association (HRA) and played a significant role
in various revolutionary activities against British colonial
rule."
